Index;Education level;Degree;Tuition fees;ID;Branches of Science;Group of Professions;Year;Number of Applications;Number of Students
5190;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Nanotechnology;2016;0;0
5191;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;2;Engineering and Technology;Light Industry Technologies;2016;293;188
5192;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;3;Healthcare and Medicine;Fundamental Medicine;2016;0;0
5193;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;3;Healthcare and Medicine;Clinical Medicine;2016;21716;10436
5194;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;3;Healthcare and Medicine;Health Sciences and Preventive Healthcare;2016;151;54
5195;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;3;Healthcare and Medicine;Pharmacy;2016;16804;10612
5196;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;3;Healthcare and Medicine;Nursing;2016;32378;19188
5197;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;4;Agriculture;Agriculture, Forestry, and Fisheries;2016;3758;2836
5198;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;4;Agriculture;Veterinary Medicine and Zootechnics;2016;1082;814
5199;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;5;Social Sciences;Psychology;2016;0;0
5200;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;5;Social Sciences;Economics and Management;2016;63798;47063
5201;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;5;Social Sciences;Sociology and Social Services;2016;754;545
5202;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;5;Social Sciences;Jurisprudence;2016;63819;49392
5203;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;5;Social Sciences;Political Science and Regional Studies;2016;0;0
5204;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;5;Social Sciences;Mass Media and Information;2016;1932;1366
5205;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;5;Social Sciences;Service and Tourism;2016;14000;8944
5206;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;6;Education Sciences and Pedagogy;Education Sciences and Pedagogy;2016;20855;14760
5207;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;7;Humanities;Linguistics and Philology;2016;0;0
5208;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;7;Humanities;History and Archaeology;2016;1748;1381
5209;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;7;Humanities;Philosophy, Ethics, and Religious Studies;2016;0;0
5210;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;7;Humanities;Theology;2016;0;0
5211;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;7;Humanities;Physical Education and Sports;2016;5238;3705
5212;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;8;Arts and Culture;Art History;2016;47;2
5213;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;8;Arts and Culture;Cultural Studies and Socio-Cultural Projects;2016;2291;1634
5214;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;8;Arts and Culture;Performing Arts and Literary Creativity;2016;424;267
5215;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;8;Arts and Culture;Musical Art;2016;1444;914
5216;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;8;Arts and Culture;Design and Restoration;2016;6426;4122
5217;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;8;Arts and Culture;Film and Screen Arts;2016;416;185
5218;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;9;Military Science;Military Management;2016;0;0
5219;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;9;Military Science;Ensuring National Security;2016;NaN;NaN
5220;Vocational Education;Mid-Career Professionals;Full pay / tuition fee;10;Oriental and African Studies;Oriental and African Studies;2016;0;0
5221;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Mathematics and Mechanics;2016;0;0
5222;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Computer Science;2016;0;0
5223;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Physics and Astronomy;2016;0;0
5224;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Chemistry;2016;0;0
5225;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Earth Science;2016;83;64
5226;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Biological Sciences;2016;0;0
5227;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Architecture;2016;0;0
5228;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Construction Equipment and Technologies;2016;27769;23859
5229;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Information Technology;2016;9543;7638
5230;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Information Security;2016;0;0
5231;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Electronics, and Radio Engineering and Communication Systems;2016;3210;2176
5232;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Photonics, Instrument Engineering, Optical and Biotechnical Technologies;2016;11;8
5233;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Electrical and Thermal Power Engineering;2016;12667;9826
5234;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Nuclear Energy and Technology;2016;0;0
5235;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Mechanical Engineering;2016;45072;36867
5236;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Physics and Technical Sciences and Technologies;2016;0;0
5237;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Weaponry and Military Technology;2016;0;0
5238;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Chemical Technologies;2016;3433;2452
5239;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Industrial Ecology and Biotechnology;2016;47165;36853
5240;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Industrial Safety and Environmental Management;2016;1038;689
5241;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Geology, Mining, Oil and Gas Engineering and Geodesy;2016;3638;2223
5242;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Material Technology;2016;860;616
5243;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Transport Equipment and Technologies;2016;49438;37759
5244;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Aviation, Rocket, and Space Technology;2016;392;348
5245;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Air Navigation and Operation of Aviation, Rocket and Space Technology;2016;0;0
5246;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Shipbuilding and Water Transport Technologies;2016;2498;1933
5247;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Technical Management;2016;0;0
5248;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Nanotechnology;2016;0;0
5249;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;2;Engineering and Technology;Light Industry Technologies;2016;12034;10792
5250;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;3;Healthcare and Medicine;Fundamental Medicine;2016;0;0
5251;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;3;Healthcare and Medicine;Clinical Medicine;2016;0;0
5252;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;3;Healthcare and Medicine;Health Sciences and Preventive Healthcare;2016;0;0
5253;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;3;Healthcare and Medicine;Pharmacy;2016;0;0
5254;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;3;Healthcare and Medicine;Nursing;2016;1519;998
5255;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;4;Agriculture;Agriculture, Forestry, and Fisheries;2016;21738;20172
5256;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;4;Agriculture;Veterinary Medicine and Zootechnics;2016;555;525
5257;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;5;Social Sciences;Psychology;2016;0;0
5258;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;5;Social Sciences;Economics and Management;2016;7865;7024
5259;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;5;Social Sciences;Sociology and Social Services;2016;1003;776
5260;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;5;Social Sciences;Jurisprudence;2016;0;0
5261;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;5;Social Sciences;Political Science and Regional Studies;2016;0;0
5262;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;5;Social Sciences;Mass Media and Information;2016;309;242
5263;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;5;Social Sciences;Service and Tourism;2016;13682;10428
5264;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;6;Education Sciences and Pedagogy;Education Sciences and Pedagogy;2016;0;0
5265;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;7;Humanities;Linguistics and Philology;2016;0;0
5266;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;7;Humanities;History and Archaeology;2016;1979;1492
5267;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;7;Humanities;Philosophy, Ethics, and Religious Studies;2016;0;0
5268;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;7;Humanities;Theology;2016;0;0
5269;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;7;Humanities;Physical Education and Sports;2016;0;0
5270;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;8;Arts and Culture;Art History;2016;0;0
5271;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;8;Arts and Culture;Cultural Studies and Socio-Cultural Projects;2016;0;0
5272;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;8;Arts and Culture;Performing Arts and Literary Creativity;2016;0;0
5273;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;8;Arts and Culture;Musical Art;2016;0;0
5274;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;8;Arts and Culture;Design and Restoration;2016;3883;3033
5275;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;8;Arts and Culture;Film and Screen Arts;2016;0;0
5276;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;9;Military Science;Military Management;2016;0;0
5277;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;9;Military Science;Ensuring National Security;2016;NaN;NaN
5278;Vocational Education;Skilled workers and Employees;Scholarship / tuition-free;10;Oriental and African Studies;Oriental and African Studies;2016;0;0
